Id,Caring,Confident,Emotionally stable,Intelligent,Responsible,Sociable,Trustworthy
443647,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
337083,0.0,1.0,0.0,0.0,0.0,0.0,0.0
358737,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81639,0.0,0.0,0.0,1.0,1.0,0.0,0.0
335596,0.0,1.0,0.0,0.0,0.0,0.0,0.0
268116,0.0,1.0,0.0,0.0,0.0,0.0,0.0
420156,0.0,0.0,0.0,0.0,0.0,0.0,1.0
334274,0.0,0.0,0.0,0.0,1.0,1.0,1.0
99127,0.0,0.0,0.0,1.0,0.0,0.0,0.0
254993,0.0,0.0,1.0,0.0,0.0,0.0,0.0
415385,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194837,0.0,0.0,0.0,0.0,0.0,1.0,0.0
278528,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53592,0.0,0.0,0.0,1.0,1.0,1.0,0.0
444832,0.0,1.0,1.0,0.0,1.0,0.0,1.0
53299,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182304,0.0,1.0,0.0,0.0,1.0,0.0,0.0
286158,1.0,1.0,0.0,0.0,0.0,0.0,0.0
298832,1.0,1.0,1.0,1.0,1.0,1.0,0.0
72269,0.0,0.0,1.0,0.0,0.0,0.0,0.0
302375,0.0,0.0,0.0,1.0,1.0,0.0,0.0
420177,0.0,0.0,1.0,0.0,0.0,0.0,0.0
178333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
315794,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163449,0.0,0.0,0.0,0.0,1.0,0.0,0.0
373149,0.0,0.0,0.0,0.0,1.0,0.0,0.0
299287,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27620,0.0,1.0,0.0,0.0,0.0,0.0,0.0
347289,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17003,0.0,1.0,0.0,1.0,0.0,1.0,1.0
213309,0.0,1.0,1.0,0.0,0.0,0.0,0.0
310941,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137343,1.0,1.0,0.0,1.0,0.0,0.0,0.0
213214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273478,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423798,0.0,1.0,0.0,0.0,0.0,1.0,0.0
214982,0.0,0.0,0.0,1.0,0.0,0.0,0.0
231134,0.0,1.0,0.0,0.0,0.0,0.0,0.0
413948,0.0,1.0,1.0,0.0,1.0,0.0,0.0
62571,0.0,0.0,0.0,0.0,0.0,1.0,0.0
370554,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14584,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19486,1.0,0.0,0.0,0.0,1.0,0.0,1.0
145030,0.0,1.0,0.0,0.0,0.0,0.0,0.0
297849,1.0,0.0,0.0,0.0,0.0,0.0,0.0
253038,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178284,0.0,0.0,0.0,1.0,0.0,0.0,0.0
325171,0.0,0.0,0.0,0.0,0.0,1.0,0.0
331718,0.0,1.0,0.0,0.0,0.0,0.0,0.0
411863,0.0,0.0,0.0,1.0,0.0,0.0,0.0
433905,0.0,0.0,1.0,0.0,0.0,0.0,0.0
358757,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92596,0.0,0.0,0.0,1.0,0.0,0.0,0.0
326881,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277524,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188557,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195425,0.0,0.0,1.0,0.0,0.0,0.0,0.0
438352,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171679,1.0,1.0,0.0,1.0,0.0,0.0,0.0
216188,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8703,0.0,1.0,0.0,1.0,0.0,1.0,1.0
170343,1.0,0.0,0.0,0.0,0.0,0.0,0.0
435453,0.0,0.0,1.0,0.0,1.0,0.0,0.0
215465,1.0,1.0,0.0,1.0,0.0,0.0,0.0
422323,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47330,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25567,0.0,0.0,0.0,1.0,0.0,0.0,0.0
320991,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398355,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127250,0.0,1.0,1.0,1.0,1.0,0.0,0.0
140123,0.0,1.0,0.0,0.0,0.0,1.0,1.0
256555,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114623,0.0,0.0,0.0,1.0,0.0,0.0,0.0
331156,0.0,0.0,1.0,1.0,0.0,0.0,0.0
306946,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98427,0.0,0.0,1.0,0.0,0.0,0.0,0.0
377995,0.0,0.0,1.0,0.0,0.0,0.0,0.0
175821,0.0,1.0,1.0,0.0,0.0,0.0,0.0
331510,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140235,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239581,0.0,1.0,0.0,0.0,0.0,0.0,0.0
418599,0.0,1.0,0.0,0.0,0.0,0.0,0.0
287934,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156017,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331666,0.0,1.0,0.0,0.0,0.0,0.0,0.0
409072,0.0,1.0,0.0,0.0,0.0,0.0,0.0
209007,0.0,0.0,1.0,0.0,0.0,0.0,0.0
434179,0.0,1.0,0.0,0.0,0.0,0.0,0.0
315441,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217136,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11318,0.0,1.0,0.0,0.0,0.0,0.0,0.0
419164,0.0,1.0,0.0,0.0,0.0,0.0,0.0
211765,0.0,0.0,0.0,1.0,0.0,0.0,0.0
283767,0.0,1.0,0.0,0.0,0.0,0.0,0.0
246048,0.0,0.0,1.0,0.0,0.0,0.0,0.0
409419,0.0,0.0,0.0,1.0,0.0,0.0,0.0
378850,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121185,0.0,1.0,1.0,0.0,0.0,0.0,1.0
459381,0.0,1.0,0.0,1.0,1.0,0.0,1.0
435178,0.0,0.0,0.0,1.0,0.0,0.0,0.0
222642,0.0,0.0,1.0,1.0,0.0,0.0,0.0
64552,1.0,0.0,0.0,1.0,1.0,0.0,0.0
253407,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370479,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38016,0.0,0.0,0.0,0.0,0.0,1.0,0.0
357791,0.0,1.0,0.0,0.0,0.0,0.0,0.0
309875,0.0,1.0,0.0,0.0,0.0,0.0,0.0
346938,0.0,1.0,0.0,0.0,0.0,0.0,0.0
218731,1.0,1.0,1.0,0.0,0.0,0.0,0.0
420114,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400494,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52802,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272265,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79234,0.0,1.0,0.0,0.0,0.0,0.0,0.0
327357,0.0,1.0,0.0,0.0,0.0,0.0,0.0
372979,0.0,1.0,0.0,0.0,0.0,0.0,0.0
399297,1.0,1.0,1.0,0.0,0.0,0.0,0.0
419257,1.0,1.0,1.0,1.0,1.0,1.0,1.0
439498,0.0,0.0,0.0,1.0,0.0,0.0,0.0
235562,0.0,1.0,0.0,1.0,1.0,1.0,1.0
407678,0.0,0.0,0.0,1.0,0.0,0.0,0.0
439010,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16255,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28620,0.0,1.0,0.0,0.0,0.0,0.0,0.0
158424,0.0,1.0,1.0,1.0,0.0,0.0,0.0
94791,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286692,0.0,1.0,0.0,0.0,0.0,1.0,1.0
316046,0.0,1.0,0.0,0.0,0.0,0.0,0.0
342269,0.0,0.0,0.0,1.0,0.0,0.0,0.0
336942,0.0,1.0,0.0,0.0,0.0,0.0,0.0
431373,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149005,0.0,0.0,0.0,1.0,0.0,0.0,0.0
407589,0.0,0.0,1.0,0.0,0.0,0.0,0.0
342000,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243143,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124470,0.0,0.0,0.0,1.0,0.0,0.0,0.0
455834,1.0,0.0,0.0,0.0,0.0,0.0,0.0
304341,0.0,0.0,0.0,0.0,0.0,1.0,0.0
289672,0.0,1.0,0.0,0.0,1.0,1.0,0.0
435224,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264338,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317568,0.0,0.0,0.0,1.0,0.0,0.0,0.0
308879,0.0,0.0,0.0,0.0,1.0,0.0,0.0
301096,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163254,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143371,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453092,0.0,1.0,0.0,0.0,0.0,0.0,0.0
398029,0.0,0.0,1.0,0.0,0.0,0.0,0.0
328663,0.0,1.0,0.0,0.0,0.0,0.0,0.0
424622,0.0,1.0,0.0,0.0,0.0,0.0,0.0
422727,0.0,0.0,0.0,0.0,0.0,1.0,0.0
360941,0.0,0.0,0.0,1.0,0.0,0.0,0.0
234692,0.0,0.0,0.0,0.0,0.0,1.0,0.0
387518,0.0,0.0,0.0,1.0,0.0,0.0,0.0
204960,0.0,0.0,0.0,1.0,1.0,0.0,0.0
192657,0.0,1.0,0.0,1.0,0.0,1.0,1.0
102106,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46329,0.0,0.0,0.0,0.0,1.0,0.0,0.0
204436,0.0,1.0,0.0,0.0,0.0,0.0,0.0
404995,0.0,0.0,0.0,0.0,1.0,0.0,0.0
395430,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
402742,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400722,0.0,1.0,0.0,0.0,0.0,0.0,0.0
353716,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120797,0.0,1.0,1.0,1.0,1.0,0.0,0.0
275354,0.0,1.0,1.0,0.0,0.0,0.0,0.0
158894,1.0,1.0,0.0,0.0,0.0,1.0,1.0
216901,0.0,1.0,0.0,0.0,0.0,0.0,0.0
387891,0.0,0.0,0.0,1.0,0.0,0.0,0.0
304487,1.0,0.0,1.0,1.0,1.0,0.0,0.0
346612,1.0,1.0,0.0,1.0,1.0,0.0,0.0
237058,0.0,0.0,0.0,0.0,0.0,0.0,1.0
342513,1.0,0.0,1.0,0.0,0.0,0.0,0.0
23264,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191225,1.0,1.0,0.0,1.0,1.0,1.0,1.0
449848,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186976,0.0,1.0,0.0,0.0,0.0,0.0,0.0
344082,0.0,0.0,0.0,1.0,1.0,1.0,0.0
457758,0.0,1.0,0.0,0.0,0.0,0.0,0.0
321828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
426355,0.0,1.0,0.0,0.0,0.0,0.0,1.0
264888,0.0,0.0,1.0,0.0,0.0,0.0,0.0
366621,1.0,1.0,0.0,1.0,1.0,1.0,1.0
232675,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182617,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35629,1.0,1.0,0.0,0.0,0.0,0.0,0.0
312270,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127529,1.0,1.0,1.0,0.0,0.0,0.0,0.0
394899,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13583,0.0,0.0,0.0,0.0,1.0,0.0,0.0
