,id,names,path,gender,face_score
315426,315426,Tye Sheridan,67/nm4446467_rm841284608_1996-11-11_2015.jpg,1.0,6.625823860496657
323384,323384,Mark Ruffalo,63/nm0749263_rm4055735040_1967-11-22_2003.jpg,1.0,6.623048435286667
270201,270201,Johnny Whitworth,15/nm0926615_rm1667674112_1975-10-31_2011.jpg,1.0,6.610524102659969
447891,447891,Christopher Mintz-Plasse,86/nm2395586_rm2417473024_1989-6-20_2012.jpg,1.0,6.603060984127689
237632,237632,Paul Wesley,87/nm0913587_rm1347076864_1982-7-23_2009.jpg,1.0,6.602722648017895
152432,152432,Adrian Grenier,78/nm0004978_rm3110075392_1976-7-10_2015.jpg,1.0,6.602106389789131
253843,253843,Frank Harts,15/nm1320715_rm3334327552_1979-5-30_2014.jpg,1.0,6.596448203162342
209628,209628,Jensen Ackles,75/nm0010075_rm53456128_1978-3-1_2005.jpg,1.0,6.5885560332141635
348530,348530,Jared Padalecki,85/nm0655585_rm53456128_1982-7-19_2005.jpg,1.0,6.5885560332141635
83944,83944,Casey Affleck,29/nm0000729_rm3986789888_1975-8-12_2008.jpg,1.0,6.584292642805019
8206,8206,Jim Carrey,20/nm0000120_rm2776866816_1962-1-17_2013.jpg,1.0,6.580397875753051
16007,16007,Colin Firth,47/nm0000147_rm2104024576_1960-9-10_2013.jpg,1.0,6.578183311383006
433028,433028,Daddy Yankee,62/nm1782362_rm925670144_1976-2-3_1999.jpg,1.0,6.574767113665672
452866,452866,Billy Unger,45/nm2598945_rm4176717824_1995-10-15_2012.jpg,1.0,6.5746442305754975
9787,9787,Kevin Costner,26/nm0000126_rm2817956608_1955-1-18_2007.jpg,1.0,6.571549944068213
408766,408766,Dylan Sprayberry,98/nm2876098_rm3542086912_1998-7-7_2015.jpg,1.0,6.565630531145712
435612,435612,Miles Teller,02/nm1886602_rm688714240_1987-2-20_2015.jpg,1.0,6.559792792000625
325019,325019,Saïd Taghmaoui,48/nm0846548_rm1624475648_1973-7-19_2009.jpg,1.0,6.55364134913578
4855,4855,Antonio Banderas,04/nm0000104_rm3951728640_1960-8-10_1999.jpg,1.0,6.5522716876979885
271027,271027,Jason Castro,32/nm2924932_rm2933098496_1987-3-25_2002.jpg,1.0,6.55174312162415
116437,116437,Jonny Lee Miller,38/nm0001538_rm279480064_1972-11-15_2009.jpg,1.0,6.551494640763364
395460,395460,Zac Efron,80/nm1374980_rm1145752064_1987-10-18_2014.jpg,1.0,6.544597035875408
294727,294727,Mark Strong,16/nm0835016_rm417179136_1963-8-5_2013.jpg,1.0,6.54375256114314
276998,276998,Michael Mosley,12/nm1134612_rm1069217536_1978-9-16_2015.jpg,1.0,6.540872101241534
113086,113086,Jason Scott Lee,62/nm0001462_rm60004864_1966-11-19_2005.jpg,1.0,6.538808477239813
370554,370554,Oscar Lusth,79/nm2366679_rm3300629248_1981-8-23_2000.jpg,1.0,6.538078312959863
388714,388714,Elyes Gabel,68/nm1175468_rm341943040_1983-5-8_2011.jpg,1.0,6.5363729570316
120797,120797,Joaquin Phoenix,18/nm0001618_rm1412160512_1974-10-28_2013.jpg,1.0,6.536130019872902
364846,364846,Mark Famiglietti,11/nm0266611_rm86350336_1979-9-26_2003.jpg,1.0,6.53116303563722
117358,117358,Viggo Mortensen,57/nm0001557_rm305712640_1958-10-20_2014.jpg,1.0,6.52739662518956
432709,432709,Michael Shannon,35/nm0788335_rm2558043136_1974-8-7_2013.jpg,1.0,6.527319372929856
419215,419215,James Frain,56/nm0289656_rm466059520_1968-3-14_2008.jpg,1.0,6.524746451921324
198915,198915,Robert Pattinson,55/nm1500155_rm586199808_1986-5-13_2011.jpg,1.0,6.523437779188392
162106,162106,Eric Lloyd,56/nm0005156_rm311335680_1986-5-19_2002.jpg,1.0,6.520646430846734
409543,409543,Thomas McDonell,59/nm2973459_rm1185396992_1986-5-2_2011.jpg,1.0,6.516563207870659
385484,385484,Harry Hains,54/nm6074154_rm983170304_1992-12-4_2015.jpg,1.0,6.50753777510292
321983,321983,Brandon Routh,25/nm0746125_rm1942064896_1979-10-9_2007.jpg,1.0,6.499522878192596
211488,211488,Sean Michael Afable,84/nm1012084_rm191076864_1988-11-20_2005.jpg,1.0,6.488538842392649
129596,129596,Stanley Tucci,04/nm0001804_rm2386930688_1960-11-11_2012.jpg,1.0,6.48796970822646
86199,86199,Javier Bardem,49/nm0000849_rm483492864_1969-3-1_2010.jpg,1.0,6.4857088341291576
272462,272462,Shawn Ashmore,62/nm0039162_rm2641402624_1979-10-7_2003.jpg,1.0,6.48200530267016
10995,10995,Tom Cruise,29/nm0000129_rm437500672_1962-7-3_2011.jpg,1.0,6.481851023892233
319549,319549,Christian Oliver,92/nm0646792_rm2453507584_1972-3-3_1995.jpg,1.0,6.481176775171782
308999,308999,John Mayer,04/nm1243604_rm1105762304_1977-10-16_2007.jpg,1.0,6.477368255884753
191895,191895,Gael García Bernal,58/nm0305558_rm3753808896_1978-11-30_2008.jpg,1.0,6.47716099134929
351158,351158,Thomas Sadoski,03/nm0755603_rm3951208960_1976-7-1_2012.jpg,1.0,6.476730354089733
397869,397869,Shia LaBeouf,71/nm0479471_rm4063992576_1986-6-11_2003.jpg,1.0,6.476642523174984
334274,334274,Beau Mirchoff,25/nm2155525_rm70426880_1989-1-13_2013.jpg,1.0,6.476253835104664
54827,54827,Brendan Fraser,09/nm0000409_rm1946785536_1968-12-3_2008.jpg,1.0,6.475372793250557
18094,18094,Mel Gibson,54/nm0000154_rm2715258112_1956-1-3_2000.jpg,1.0,6.464236793546023
244209,244209,Ken Burns,41/nm0122741_rm563787008_1953-7-29_2012.jpg,1.0,6.460050879564111
457729,457729,Skylar Astin,57/nm2799457_rm926064896_1987-9-23_2013.jpg,1.0,6.456819975054578
384563,384563,Tim Bevan,77/nm0079677_rm523816448_1957-12-20_2014.jpg,1.0,6.456199805641499
327911,327911,Andrew Garfield,49/nm1940449_rm2661591552_1983-8-20_2012.jpg,1.0,6.454293050489802
72269,72269,Sam Raimi,00/nm0000600_rm3198261248_1959-10-23_2004.jpg,1.0,6.45378264136722
114816,114816,Tobey Maguire,97/nm0001497_rm3198261248_1975-6-27_2004.jpg,1.0,6.45378264136722
360433,360433,Ed Westwick,53/nm2067953_rm24022528_1987-6-27_2007.jpg,1.0,6.449496669889044
269669,269669,Brian White,52/nm0924552_rm3109394944_1975-4-21_2007.jpg,1.0,6.443693601618589
232616,232616,Emory Cohen,09/nm1710309_rm2952985600_1990-3-13_2015.jpg,1.0,6.4413084021699865
260963,260963,Daniel Sharman,76/nm1528476_rm3325538816_1986-4-25_2011.jpg,1.0,6.438154667987691
358757,358757,Goran Jevtic,18/nm1060418_rm845132544_1978-1-18_2011.jpg,1.0,6.43741080395534
176711,176711,Wilmer Valderrama,19/nm0005519_rm1113692928_1980-1-30_2006.jpg,1.0,6.434887022642422
82925,82925,Elijah Wood,04/nm0000704_rm2740886016_1981-1-28_2006.jpg,1.0,6.43193370859097
430644,430644,Hakan Yildiz,63/nm3685063_rm1722741504_1985-7-22_2014.jpg,1.0,6.429953404393076
425040,425040,Ryan Merriman,65/nm0581365_rm2603981312_1983-4-10_2003.jpg,1.0,6.429785548559949
417323,417323,Scott Porter,03/nm2187603_rm2438246656_1979-7-14_2012.jpg,1.0,6.429026712623799
215763,215763,Richard Harmon,53/nm2113653_rm1315807232_1991-8-18_2013.jpg,1.0,6.428941731230404
455063,455063,Gilles Marini,02/nm1694302_rm2642777856_1976-1-26_2008.jpg,1.0,6.417842809551132
427301,427301,Samrat Chakrabarti,82/nm1589782_rm2475209728_1975-8-22_2011.jpg,1.0,6.416678173395627
73928,73928,John Ritter,15/nm0000615_rm2749155584_1948-9-17_1977.jpg,1.0,6.414890527051626
360271,360271,Robbie Amell,12/nm2064412_rm3856069120_1988-4-21_2015.jpg,1.0,6.402743572908522
142903,142903,Jason Biggs,55/nm0004755_rm2171446784_1978-5-12_2003.jpg,1.0,6.393164636149715
282110,282110,David Gordon Green,73/nm0337773_rm4149070336_1975-4-9_2013.jpg,1.0,6.39232051808678
7555,7555,Nicolas Cage,15/nm0000115_rm4149070336_1964-1-7_2013.jpg,1.0,6.39232051808678
142080,142080,Wes Bentley,47/nm0004747_rm881523456_1978-9-4_2014.jpg,1.0,6.391791297708918
19486,19486,Ethan Hawke,60/nm0000160_rm2600595968_1970-11-6_2015.jpg,1.0,6.390569164454256
180762,180762,Herbert Lom,42/nm0007042_rm293045248_1917-9-11_1975.jpg,1.0,6.38978179468728
197187,197187,Joshua Leonard,71/nm0502671_rm3274227712_1975-6-17_2014.jpg,1.0,6.3890839081910915
392587,392587,David M. Rosenthal,33/nm1270033_rm672694528_1969-3-23_2010.jpg,1.0,6.3877621453437
197712,197712,Samm Levine,49/nm0505949_rm508598784_1982-3-12_2006.jpg,1.0,6.38615419152286
405532,405532,Matthias Schoenaerts,86/nm0774386_rm245626368_1977-12-8_2015.jpg,1.0,6.382159634083349
239581,239581,Blayne Weaver,14/nm0915814_rm3156380416_1976-4-9_2009.jpg,1.0,6.377790476855475
105245,105245,Mark Harmon,19/nm0001319_rm3156380416_1951-9-2_2009.jpg,1.0,6.377790476855475
429966,429966,Ryan Devlin,73/nm1682673_rm3156380416_1980-6-5_2009.jpg,1.0,6.377790476855475
424798,424798,Adam Driver,45/nm3485845_rm689816320_1983-11-19_2014.jpg,1.0,6.377534709756654
443014,443014,James Franco,56/nm0290556_rm1321116416_1978-4-19_2013.jpg,1.0,6.37624831738301
389631,389631,Xiaogang Feng,15/nm0271815_rm850630656_1958-0-0_2006.jpg,1.0,6.376070295098867
295614,295614,Daniel Sunjata,26/nm0839326_rm1220778752_1971-12-30_2006.jpg,1.0,6.373234660286563
411750,411750,Orlando Bloom,17/nm0089217_rm3968703232_1977-1-13_2003.jpg,1.0,6.373197597880686
191184,191184,John Gallagher Jr.,30/nm0302330_rm3984763392_1984-6-17_2012.jpg,1.0,6.3715250342688545
460113,460113,Maulik Pancholy,89/nm0997689_rm801484032_1974-1-18_2006.jpg,1.0,6.37063133128553
137109,137109,Alexander Skarsgård,07/nm0002907_rm3969427712_1976-8-25_2012.jpg,1.0,6.3701093853221655
453947,453947,Chris Pratt,35/nm0695435_rm1521844736_1979-6-21_2009.jpg,1.0,6.369829327323469
188938,188938,Matt Barr,78/nm1204778_rm3486877184_1984-2-14_2010.jpg,1.0,6.368797305254698
390474,390474,Larry Fessenden,44/nm0275244_rm4155360256_1963-3-23_2014.jpg,1.0,6.367213712445165
300875,300875,Penn Badgley,12/nm0046112_rm1348317440_1986-11-1_2007.jpg,1.0,6.365242568371323
449730,449730,RonReaco Lee,65/nm0498165_rm2659355392_1977-0-0_2009.jpg,1.0,6.361187094364529
327504,327504,Richard Yniguez,53/nm0948253_rm1706007040_1946-12-8_1994.jpg,1.0,6.360681064890672
138917,138917,Adam Scott,95/nm0004395_rm1588953600_1973-4-3_2009.jpg,1.0,6.3600351904680466
189531,189531,Oscar Isaac,66/nm1209966_rm3284203008_1980-3-9_2013.jpg,1.0,6.3590476390747
210554,210554,Louis Aguirre,23/nm0013723_rm705294848_1966-11-12_2015.jpg,1.0,6.355197433188376
290597,290597,Michel Franco,15/nm1633015_rm2260645120_1979-0-0_2012.jpg,1.0,6.349698742490656
439498,439498,Wilson Cruz,97/nm0190497_rm1761708544_1973-12-27_2009.jpg,1.0,6.349031514321562
265835,265835,Matt Kohler,24/nm2728724_rm3006321408_1979-1-12_2013.jpg,1.0,6.34717665356202
61550,61550,John Leguizamo,91/nm0000491_rm3009595904_1964-7-22_2014.jpg,1.0,6.345849346882164
219546,219546,Terry George,23/nm0313623_rm793287424_1952-12-20_2005.jpg,1.0,6.343085941771434
383885,383885,Justin Berfield,78/nm0073678_rm2830211072_1986-2-25_2005.jpg,1.0,6.342215254848984
422794,422794,Kevin McHale,65/nm2389665_rm2330180608_1988-6-14_2011.jpg,1.0,6.3415093805879605
243309,243309,Darren Criss,50/nm2023050_rm2330180608_1987-2-5_2011.jpg,1.0,6.3415093805879605
207869,207869,Ken Wahl,61/nm0906261_rm1614662656_1954-10-31_1979.jpg,1.0,6.341206037060635
185955,185955,Reece Thompson,27/nm1107127_rm94803968_1988-11-22_2007.jpg,1.0,6.339881369511518
219980,219980,Paul Giamatti,79/nm0316079_rm3149634304_1967-6-6_2006.jpg,1.0,6.338527886779817
304639,304639,Jason Cerbone,66/nm0148466_rm3637876736_1977-11-2_2002.jpg,1.0,6.335261782703945
253038,253038,Nicholas Gonzalez,64/nm0327764_rm2520291840_1976-1-3_2001.jpg,1.0,6.329645993656638
283767,283767,Kris Allen,83/nm3333183_rm2496890880_1985-6-21_2002.jpg,1.0,6.3232552150879275
329759,329759,Justin Bartha,81/nm0058581_rm960465920_1978-7-21_2006.jpg,1.0,6.320117678501696
377175,377175,Vincent Pastore,14/nm0665114_rm1328781312_1946-7-14_2004.jpg,1.0,6.3178721621099125
369213,369213,Bret Harrison,01/nm0365501_rm965647104_1982-4-6_2002.jpg,1.0,6.317321524886417
323573,323573,Jeff Schroeder,12/nm1740412_rm4289642240_1974-2-4_2000.jpg,1.0,6.316948307090956
386912,386912,Paddy Considine,16/nm0175916_rm3094452736_1974-9-5_2002.jpg,1.0,6.314811519583605
409072,409072,Kyle Gallner,77/nm0973177_rm2866914048_1986-10-22_2013.jpg,1.0,6.307018667483247
410075,410075,Craig Bierko,72/nm0081572_rm3116342016_1964-8-18_2005.jpg,1.0,6.306602568249929
450056,450056,Jay Leggett,43/nm0499343_rm2395772928_1963-8-9_2004.jpg,1.0,6.305882519023196
23857,23857,Jude Law,79/nm0000179_rm1757518080_1972-12-29_2006.jpg,1.0,6.305006674892441
156719,156719,Jonathan Jackson,44/nm0005044_rm3025771008_1982-5-11_2000.jpg,1.0,6.303529067716822
280308,280308,Joseph Gordon-Levitt,87/nm0330687_rm2561190656_1981-2-17_2012.jpg,1.0,6.30321577472775
457758,457758,Casey James,98/nm3794498_rm3574828800_1983-1-1_2002.jpg,1.0,6.299144650642255
398715,398715,Paul Iacono,91/nm1476591_rm1223604224_1988-9-7_2010.jpg,1.0,6.298658478955321
390375,390375,Louis Ferreira,71/nm0274371_rm2570833152_1967-2-20_2013.jpg,1.0,6.298549903972435
438608,438608,Aaron Taylor-Johnson,51/nm1093951_rm1750136320_1990-6-13_2015.jpg,1.0,6.297259229257049
460415,460415,Steven R. McQueen,96/nm1997596_rm1336391936_1988-7-13_2011.jpg,1.0,6.296049971992577
287544,287544,Sean Maher,83/nm0536883_rm3868764416_1975-4-16_2012.jpg,1.0,6.295827338438448
457523,457523,Josh Dallas,47/nm2796047_rm3010839296_1978-12-18_2011.jpg,1.0,6.293431455300198
152836,152836,Colin Hanks,88/nm0004988_rm2328664064_1977-11-24_2008.jpg,1.0,6.292918412929111
133005,133005,Hans Zimmer,77/nm0001877_rm17494528_1957-9-12_2015.jpg,1.0,6.288625549591512
317074,317074,Jake T. Austin,71/nm1545471_rm2573120256_1994-12-3_2011.jpg,1.0,6.284687748483225
309518,309518,Avan Jogia,26/nm2240326_rm628275712_1992-2-9_2010.jpg,1.0,6.281046739230515
313502,313502,Daniel Hugh Kelly,98/nm0446298_rm2403116800_1952-8-10_2012.jpg,1.0,6.280559584520356
322456,322456,Paul Rudd,20/nm0748620_rm1698168576_1969-4-6_2015.jpg,1.0,6.2801842070359015
68395,68395,Jeremy Northam,62/nm0000562_rm3778055680_1961-12-1_1995.jpg,1.0,6.277759432812243
8703,8703,George Clooney,23/nm0000123_rm2855704576_1961-5-6_2004.jpg,1.0,6.277119777729044
316046,316046,Gabriel Mann,59/nm0542759_rm2190383104_1972-5-14_2004.jpg,1.0,6.27705759326588
366119,366119,Colin Farrell,99/nm0268199_rm4074937088_1976-5-31_2006.jpg,1.0,6.276880943945434
217468,217468,Taylor Lautner,24/nm1210124_rm4043289344_1992-2-11_2011.jpg,1.0,6.276170213211371
205868,205868,Jonah Hill,67/nm1706767_rm3054161920_1983-12-20_2013.jpg,1.0,6.274800897053298
435650,435650,Hayes MacArthur,29/nm1887429_rm2602875392_1977-4-16_2011.jpg,1.0,6.273482619093628
156950,156950,Joshua Jackson,45/nm0005045_rm3073834752_1978-6-11_2015.jpg,1.0,6.270465206987448
422323,422323,Robert Hoffman,07/nm1382207_rm1994496256_1980-9-21_2008.jpg,1.0,6.269247076390857
252994,252994,Michel Gondry,73/nm0327273_rm2507447040_1963-5-8_2001.jpg,1.0,6.268524140804954
67441,67441,Liam Neeson,53/nm0000553_rm1315420672_1952-6-7_2011.jpg,1.0,6.265557148704029
90496,90496,Josh Brolin,82/nm0000982_rm4039410432_1968-2-12_2010.jpg,1.0,6.26448031697298
256701,256701,Angus T. Jones,89/nm0427489_rm99915776_1993-10-8_2005.jpg,1.0,6.26201065086446
204497,204497,Daniel Radcliffe,56/nm0705356_rm1409784320_1989-7-23_2004.jpg,1.0,6.259657267649774
287187,287187,Richard Madden,35/nm0534635_rm93385472_1986-6-18_2015.jpg,1.0,6.259432630447629
287552,287552,Michael Mailer,50/nm0537550_rm4283931136_1964-0-0_2005.jpg,1.0,6.2591699609338045
274783,274783,Guillaume Canet,99/nm0133899_rm498509568_1973-4-10_2013.jpg,1.0,6.258399448471693
347765,347765,Clive Owen,10/nm0654110_rm498509568_1964-10-3_2013.jpg,1.0,6.258399448471693
183739,183739,Zach Braff,85/nm0103785_rm46058752_1975-4-6_2014.jpg,1.0,6.25771804656042
270785,270785,Jeremy Jordan,91/nm2921091_rm1170731520_1984-11-20_2014.jpg,1.0,6.255487208152381
321828,321828,Eli Roth,34/nm0744834_rm2697300224_1972-4-18_2009.jpg,1.0,6.254571767694637
73447,73447,Giovanni Ribisi,10/nm0000610_rm3428363520_1974-12-17_2013.jpg,1.0,6.254543929920374
97252,97252,Benicio Del Toro,25/nm0001125_rm514172672_1967-2-19_2013.jpg,1.0,6.254432985369242
267919,267919,Nat Wolff,59/nm1822659_rm3692482304_1994-12-17_2014.jpg,1.0,6.25335179732401
345341,345341,Kellan Lutz,25/nm1553725_rm751930880_1985-3-15_2009.jpg,1.0,6.2529923458771215
433086,433086,Matt Lanter,67/nm1782667_rm2176436992_1983-4-1_2014.jpg,1.0,6.250123390378496
243518,243518,Simon Bird,13/nm3020713_rm2522647296_1984-8-19_2008.jpg,1.0,6.244476032181714
277734,277734,Xavier Dolan,59/nm0230859_rm1686174208_1989-3-20_2014.jpg,1.0,6.2442298574427975
78768,78768,Kiefer Sutherland,62/nm0000662_rm410886144_1966-12-21_2012.jpg,1.0,6.24292137705234
369866,369866,Ben McKenzie,70/nm1360270_rm4158432000_1978-9-12_2009.jpg,1.0,6.241311555873724
154012,154012,Shawn Hatosy,99/nm0004999_rm4158432000_1975-12-29_2009.jpg,1.0,6.241311555873724
191299,191299,Jacques Gamblin,26/nm0303826_rm4020746496_1957-11-16_2010.jpg,1.0,6.231566532882833
306703,306703,Josh Duhamel,49/nm0241049_rm3665658112_1972-11-14_2010.jpg,1.0,6.230559544945706
60454,60454,Don Johnson,67/nm0000467_rm916950784_1949-12-15_2010.jpg,1.0,6.229511771264225
256520,256520,Mark Steven Johnson,56/nm0425756_rm916950784_1964-10-30_2010.jpg,1.0,6.229511771264225
422300,422300,Kyle Newman,00/nm1381100_rm790399488_1976-3-16_2009.jpg,1.0,6.228911594517712
398355,398355,Channing Tatum,94/nm1475594_rm1193587968_1980-4-26_2012.jpg,1.0,6.226854818199652
377964,377964,Josh Peck,81/nm0669681_rm4218132992_1986-11-10_2002.jpg,1.0,6.225957706103996
350981,350981,Daryl Sabara,12/nm0754512_rm4224090368_1992-6-14_2010.jpg,1.0,6.225915820089837
333993,333993,Ed Helms,80/nm1159180_rm3354832896_1974-1-24_2011.jpg,1.0,6.225316580771842
420114,420114,Danny Rahim,39/nm3281039_rm4198627072_1986-3-26_2014.jpg,1.0,6.224949857434531
440343,440343,Cliff Curtis,95/nm0193295_rm1177787136_1968-7-27_2004.jpg,1.0,6.224378246858777
170107,170107,Brian Robbins,67/nm0005367_rm2083429120_1963-11-22_2007.jpg,1.0,6.2234766348903054
162742,162742,Howie Mandel,77/nm0005177_rm4135356928_1955-11-29_2008.jpg,1.0,6.22197452297262
50980,50980,Matt Dillon,69/nm0000369_rm4149385728_1964-2-18_2006.jpg,1.0,6.22147336271503
397450,397450,Ryan Kwanten,27/nm0477127_rm3121450752_1976-11-28_2010.jpg,1.0,6.2195140382488106
11318,11318,John Cusack,31/nm0000131_rm1515559424_1966-6-28_2007.jpg,1.0,6.218279984660141
49335,49335,Matt Damon,54/nm0000354_rm268277760_1970-10-8_2006.jpg,1.0,6.217431940686114
222642,222642,Hugh Jackman,68/nm0413168_rm938668544_1968-10-12_2015.jpg,1.0,6.215426208722645
458899,458899,Thomas Vinterberg,21/nm0899121_rm1626576896_1969-5-19_2003.jpg,1.0,6.215139332127021
115542,115542,Joseph Mazzello,15/nm0001515_rm435586560_1983-9-21_2010.jpg,1.0,6.214890271078646
367205,367205,David Kross,88/nm1269088_rm491172608_1990-7-4_2011.jpg,1.0,6.214579652065467
406753,406753,Kenton Duty,61/nm2778261_rm693863680_1995-5-12_2011.jpg,1.0,6.2138139834063
127302,127302,Steven Soderbergh,52/nm0001752_rm2911802368_1963-1-14_2008.jpg,1.0,6.213096151056373
418192,418192,Neil Flynn,68/nm0283568_rm4207196416_1960-11-13_2009.jpg,1.0,6.212997104999195
372267,372267,Lane Garrison,12/nm1460812_rm3344291328_1980-5-23_2014.jpg,1.0,6.212842052792114
236145,236145,Peyman Moaadi,16/nm1818216_rm3344291328_1970-0-0_2014.jpg,1.0,6.212842052792114
377555,377555,Aaron Paul,39/nm0666739_rm4127388160_1979-8-27_2015.jpg,1.0,6.211631112736714
423798,423798,Joe Lando,80/nm0484880_rm3211839488_1961-12-9_1993.jpg,1.0,6.211567441539055
2424,2424,Brad Pitt,93/nm0000093_rm656579072_1963-12-18_2002.jpg,1.0,6.209642661287191
450868,450868,Lin-Manuel Miranda,35/nm0592135_rm1380691200_1980-1-16_2013.jpg,1.0,6.20894785145243
253050,253050,Rick Gonzalez,79/nm0327779_rm1102026752_1979-6-30_2004.jpg,1.0,6.208657554598212
289824,289824,Chris Noth,62/nm0636562_rm1990756864_1954-11-13_2008.jpg,1.0,6.208055807860406
213718,213718,Adam Brody,13/nm0111013_rm963348736_1979-12-15_2009.jpg,1.0,6.2074820665556345
268116,268116,Greg Davies,95/nm1829595_rm2338097920_1968-5-14_2008.jpg,1.0,6.2059239279669
161531,161531,Jay Leno,43/nm0005143_rm2842806272_1950-4-28_1993.jpg,1.0,6.205911552613234
419582,419582,Nolan Gerard Funk,73/nm1289173_rm3776356864_1986-0-0_2013.jpg,1.0,6.20464371289119
117150,117150,Rob Morrow,55/nm0001555_rm1231669504_1962-9-21_1990.jpg,1.0,6.203952086867473
293427,293427,Enzo Zelocchi,20/nm1738420_rm3463246848_1983-10-10_2014.jpg,1.0,6.2023118252826555
449848,449848,Will Yun Lee,49/nm0498449_rm655029248_1971-3-22_2015.jpg,1.0,6.201375438474023
187331,187331,Pete Davidson,57/nm0203457_rm427945984_1993-11-16_2015.jpg,1.0,6.1997353152900985
331666,331666,Dave Chappelle,38/nm0152638_rm427945984_1973-8-24_2015.jpg,1.0,6.1997353152900985
175821,175821,Justin Timberlake,93/nm0005493_rm3197474560_1981-1-31_2008.jpg,1.0,6.196647861589623
